,reactant_1,reactant_2,product,Yield
264,CCOC(=O)c1cnc(-c2ccccc2OC(C)CC)[nH]c1=O,N,CCC(C)Oc1ccccc1-c1ncc(C(N)=O)c(=O)[nH]1,87.7
265,C=CCOc1ccccc1-c1ncc(C#N)c(=O)[nH]1,[N-]=[N+]=[N-],C=CCOc1ccccc1-c1ncc(-c2nnn[nH]2)c(=O)[nH]1,37.0
267,CC(C)C(=O)Cl,COC(=O)c1cc(C)sc1N,COC(=O)c1cc(C)sc1NC(=O)C(C)C,88.0
271,Cc1cccc(C(=O)O)c1N,NC(N)=O,Cc1cccc2c(=O)[nH]c(=O)[nH]c12,75.0
272,ClCCCN1CCC(COc2ccccc2)CC1,Nc1ncnc2nc[nH]c12,Nc1ncnc2c1ncn2CCCN1CCC(COc2ccccc2)CC1,64.0
273,CCCCNC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=N[O-],CCCCN(N=O)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,90.6
275,O=C(Cl)c1ccccc1,O=c1[nH]cc(F)c(=O)[nH]1,O=C(c1ccccc1)n1c(=O)[nH]cc(F)c1=O,32.0
276,O=C(Cl)c1ccccc1,O=c1[nH]cc(F)c(=O)[nH]1,O=C(c1ccccc1)n1cc(F)c(=O)n(C(=O)c2ccccc2)c1=O,51.0
278,CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC,O=C(c1ccccc1)n1c(=O)[nH]cc(F)c1=O,CCCCCCCCCCCCCCCCCC(=O)n1cc(F)c(=O)n(C(=O)c2ccccc2)c1=O,40.7
279,CC(C)C(=O)OC(=O)C(C)C,Cn1ccc([N+](=O)[O-])c1,CC(C)C(=O)Nc1ccn(C)c1,43.0
281,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,N#CCc1ccc2ccccc2c1,CCC(C)C(C#N)c1ccc2ccccc2c1,86.0
283,C=CC(F)(F)C(F)(F)F,C[SiH](Cl)Cl,C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)F,91.0
286,COC(=O)CN,O=C(CCl)Nc1cccc(C(=O)Cl)c1,COC(=O)CNC(=O)c1cccc(NC(=O)CCl)c1,77.0
287,CN(C)C(=O)Cl,CNc1nnc(C(C)(C)CCl)s1,CN(C)C(=O)N(C)c1nnc(C(C)(C)CCl)s1,89.2
289,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,CC([O-])=S,CC(=O)SCC1=C(C(=O)O)N2C(=O)C(N)[C@H]2SC1,85.1
290,CC(=O)SCC1=C(C(=O)O)N2C(=O)C(N)[C@H]2SC1,O=C(O)Cc1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,CC(=O)SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(NC(c4ccccc4)(c4ccccc4)c4ccccc4)n3)[C@H]2SC1,33.7
291,CCCCCCCCN1C(=O)NC2(CC(C)(CC)N(CCO)C(C)(CC)C2C)C1=O,O=C(Cl)c1ccccc1,CCCCCCCCN1C(=O)NC2(CC(C)(CC)N(CCOC(=O)c3ccccc3)C(C)(CC)C2C)C1=O,49.9
292,C=C(C)C(=O)NCCCN(C)C,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,CC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)NCCCN(C)C,78.2
293,CC(C)(C)OC(=O)NC(C(=O)O)c1csc(NC(=O)CCl)n1,CC(Sc1nnn[nH]1)C1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](N)[C@H]2SC1,CC(Sc1nnn[nH]1)C1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](NC(=O)C(NC(=O)OC(C)(C)C)c3csc(NC(=O)CCl)n3)[C@H]2SC1,62.2
298,Nc1ncc2c(=O)c(C(=O)O)c[nH]c2n1,O=C1CCC(=O)N1O,Nc1ncc2c(=O)c(C(=O)ON3C(=O)CCC3=O)c[nH]c2n1,76.0
299,Cc1noc(N)c1C,O=C(CCl)OC(=O)CCl,Cc1noc(NC(=O)CCl)c1C,80.8
300,ClCc1ccccc1,c1ccc(C2CNCc3sccc32)cc1,c1ccc(CN2Cc3sccc3C(c3ccccc3)C2)cc1,52.0
302,CCOC(=O)CCCN,C[N+](c1ccccc1)=c1sc2ccc(Cl)cc2s1,CCOC(=O)CC(C)N=c1sc2ccc(Cl)cc2s1,31.9
303,CC(CO)Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,O=C(Cl)c1ccccc1,CC(COC(=O)c1ccccc1)Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,75.0
305,CC(C)c1nc2c(C(F)(F)F)cccc2c(O)c1C(=O)O,Nc1nccs1,CC(C)c1nc2c(C(F)(F)F)cccc2c(O)c1C(=O)Nc1nccs1,75.0
307,O=C(O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C1CCC2CCC1C2,O=C(O)CCCC=C1CCC2CCC1C2,71.7
308,CS,O=[N+]([O-])c1ccc(Cl)c(C(F)(F)F)c1,CSc1ccc([N+](=O)[O-])cc1C(F)(F)F,33.2
311,COc1ccc(NN)cc1,O=C1CCCCC1,COc1ccc2[nH]c3ccccc3c2c1,74.0
312,Cn1cccc1,N#CC#N,Cn1cccc1CC#N,14.3
313,O=C(O)c1ccccc1,O=c1[nH]c2ccccc2c2cc(CO)nn12,O=C(OCc1cc2c3ccccc3[nH]c(=O)n2n1)c1ccccc1,85.0
315,CCOCC,Oc1ccccc1C=CCN1Cc2ccccc2C1,COc1ccccc1C=CCN1Cc2ccccc2C1,61.2
316,CC1(C)S[C@@H]2C(N)C(=O)N2C1c1nnn[nH]1,NCCOc1ccccc1CC(=O)O,CC1(C)S[C@@H]2C(NC(=O)Cc3ccccc3OCCN)C(=O)N2C1c1nnn[nH]1,64.0
317,COC(=O)C(N)Cc1ccccc1,O=C(N[C@H](C(=O)O)C(Cc1ccccc1)C(=O)O)OCc1ccccc1,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(Cc1ccccc1)C(=O)O,82.2
319,C1CCCCCCCCCCC1,O,OC1CCCCCCCCCCC1,93.0
320,CC(C)C=O,Oc1ccccc1O,CC(C)C1Oc2ccccc2O1,33.5
321,CC1CCCCN1C(=O)c1ccccc1,CO,COC1CCCC(C)N1C(=O)c1ccccc1,77.6
322,Br,Cn1nc(-c2ccccc2)nc1-c1ccccc1CO,Cn1nc(-c2ccccc2)nc1-c1ccccc1CBr,84.0
323,CNNC(=N)c1ccccc1,Cc1ccccc1C(=O)Cl,Cc1ccccc1-c1nc(-c2ccccc2)nn1C,76.0
325,C=C1CC(=O)O1,CC(C)(C)c1nnc(N)s1,CC(=O)CC(=O)Nc1nnc(C(C)(C)C)s1,58.9
326,CCN(CC)S(F)(F)F,O=C1Nc2ccc([N+](=O)[O-])cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc([N+](=O)[O-])cc2C(c2ccccc2)=NC1F,83.5
327,CCOC(=O)CC(=O)CCl,CC[O-],CCOCC(=O)CC(=O)OCC,71.0
328,CCC(C)(O)CCCC(C)C,Oc1ccc(O)cc1,CCC(C)(CCCC(C)C)c1cc(O)c(C(C)(CC)CCCC(C)C)cc1O,33.8
330,O=C(CSCc1ccc(Cl)cc1)NO,OO,O=C(CS(=O)Cc1ccc(Cl)cc1)NO,85.0
331,CC(=O)[O-],Nc1ccc(Cl)c(Cl)c1,O=C(O)CNc1ccc(Cl)c(Cl)c1,62.0
335,CC(C#N)c1cccc(C(=O)Cl)c1,c1cc2ccsc2s1,CC(C#N)c1cccc(C(=O)c2cc3ccsc3s2)c1,37.2
336,COC(=O)c1cc2ccsc2s1,O=C(Cl)c1ccc(F)cc1,COC(=O)c1cc2cc(C(=O)c3ccc(F)cc3)sc2s1,79.5
337,O=S(=O)(Cl)CCCCl,ON=C(Cl)c1c(Cl)cccc1Cl,ClCCCON=C(Cl)c1c(Cl)cccc1Cl,47.6
339,CC(C)(C)c1cccc(O)c1,COC(=O)C(Br)c1ccc(OCCCOc2ccc(Cl)cc2)cc1,COC(=O)C(Oc1cccc(C(C)(C)C)c1)c1ccc(OCCCOc2ccc(Cl)cc2)cc1,48.9
342,CCC1Cn2c(ncc(C#N)c2=O)-c2ccccc21,[N-]=[N+]=[N-],CCC1Cn2c(ncc(-c3nnn[nH]3)c2=O)-c2ccccc21,87.0
343,CCCCOc1cc(O)c(C#N)s1,COP(=O)(Cl)OC,CCCCOc1cc(OP(=O)(OC)OC)c(C#N)s1,76.8
344,CN=C=O,Cc1cn([C@H]2C[C@H](O)[C@@H](CN)O2)c(=O)[nH]c1=O,CNC(=O)NC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O,72.1
345,COc1cc(C)c(C=O)cc1C,O=C1CCOCC1,COc1cc(C)c(C=C2COCC(=Cc3cc(C)c(OC)cc3C)C2=O)cc1C,39.0
348,N#CCC(=O)O,O=CC1CC2C=CC1C2,N#CCC=C1CC2C=CC1C2,72.1
349,C1=COCCC1,O[C@@H]1C=C[C@@H](O)C1,O[C@@H]1C=C[C@@H](OC2CCCCO2)C1,57.1
352,BrCc1ccccc1,CC(C)(C)OC(=O)C(C1NC(C(=O)O)C2(CCOCC2)S1)N1C(=O)c2ccccc2C1=O,CC(C)(C)OC(=O)C(C1NC(C(=O)OCc2ccccc2)C2(CCOCC2)S1)N1C(=O)c2ccccc2C1=O,85.2
353,CC=NC(C)(C)C,O=C(Cl)Cl,C=CN(C(=O)Cl)C(C)(C)C,80.0
354,COC(=O)C1=C(O)c2c(c3cc(Cl)ccc3n2C)S(=O)(=O)N1C,Nc1ccccn1,CN1C(C(=O)Nc2ccccn2)=C(O)c2c(c3cc(Cl)ccc3n2C)S1(=O)=O,72.0
355,CI,COC(=O)C1=C(O)c2c(c3cc(OC)ccc3n2C)S(=O)(=O)N1,COC(=O)C1=C(O)c2c(c3cc(OC)ccc3n2C)S(=O)(=O)N1C,85.0
356,CI,COC(=O)C1=C(O)c2c(c3cc(C)ccc3n2C)S(=O)(=O)N1,COC(=O)C1=C(O)c2c(c3cc(C)ccc3n2C)S(=O)(=O)N1C,84.6
358,COC(=O)Cn1c(Cl)ccc1Cl,NC1=NCCN1,O=C(Cn1c(Cl)ccc1Cl)N=C1NCCN1,72.8
359,N#Cc1cn(C2OC(CO)C(O)C2O)c2nc(Cl)nc(N)c12,NO,NC(=NO)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(Cl)nc(N)c12,76.0
360,CI,O=CNc1ccc(Cl)cc1C(=O)c1ccccc1,CN(C=O)c1ccc(Cl)cc1C(=O)c1ccccc1,70.0
362,CCOC(=S)[S-],N=C(NBr)C(Cl)(Cl)Cl,CCOc1nc(C(Cl)(Cl)Cl)ns1,52.5
363,CC(C)(NC(=O)N(O)c1ccccc1)c1cccc(Cl)c1,C[O-],CON(C(=O)NC(C)(C)c1cccc(Cl)c1)c1ccccc1,83.3
364,Cc1nnc(CN)n1-c1ccc(Cl)cc1C(=O)c1ccccc1,O=C(Cl)CN1C(=O)c2ccccc2C1=O,Cc1nnc(CNC(=O)CN2C(=O)c3ccccc3C2=O)n1-c1ccc(Cl)cc1C(=O)c1ccccc1,69.4
365,CS(=O)(=O)Nc1cc(C(=NO)C(=O)O)ccc1O,O=C(Cl)C(Cl)Cl,CS(=O)(=O)Nc1cc(C(=NOC(=O)C(Cl)Cl)C(=O)O)ccc1O,98.7
366,BrP(Br)Br,COc1cc(OC)cc(C(C)CCO)c1,COc1cc(OC)cc(C(C)CCBr)c1,55.0
367,COC(=O)C#CC(=O)OC,Cc1cccc(-c2nsc(=O)o2)c1,COC(=O)c1snc(-c2cccc(C)c2)c1C(=O)OC,52.2
368,CNC,O=C1CCCCC1,CN(C)C1=CCCCC1,86.0
370,Nc1nnn[nH]1,O=C(O)c1cccc([N+](=O)[O-])c1O,O=C(Nc1nnn[nH]1)c1cccc([N+](=O)[O-])c1O,22.9
371,Nc1nnn[nH]1,O=C(O)c1cc(Cl)ccc1OCc1ccccc1,O=C(Nc1nnn[nH]1)c1cc(Cl)ccc1OCc1ccccc1,20.1
372,CCOC(=O)CC(C(=O)c1ccccc1)C(=O)c1ccccc1,CNN,Cn1nc(-c2ccccc2)c(CC(=O)O)c1-c1ccccc1,67.0
374,CCCCCCC(C)(C)c1ccc(C2=CCCNC2)c(O)c1,O=C(Cl)C1CC1,CCCCCCC(C)(C)c1ccc(C2=CCCN(CC3CC3)C2)c(O)c1,42.0
375,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccccn1,O=S(Cl)Cl,CC1=NN(c2ccc(S(=O)(=O)Cl)cc2)C(=O)C1N=Nc1ccccn1,56.0
376,CC1CCCCN1C(=O)c1ccccc1,CO,COC1CCCC(C)N1C(=O)c1ccccc1,77.6
377,CCOC(=O)CC(C)=O,Oc1cccc(O)c1,Cc1cc(=O)oc2cc(O)ccc12,77.0
378,BrC1CCCC1,O=[N+]([O-])c1ccccc1O,O=[N+]([O-])c1ccccc1OC1CCCC1,46.8
379,N#Cc1sc(N2CCCC2)nc1N,S,NC(=S)c1sc(N2CCCC2)nc1N,53.0
380,CC(=O)Cl,CC(C)(C)C(O)C(Oc1ccccc1)n1ccnc1,CC(=O)OC(C(Oc1ccccc1)n1ccnc1)C(C)(C)C,68.1
381,CN(Cc1ccco1)[C@@H]1CCCC[C@H]1N,O=C(Cl)c1ccc(Cl)c(Cl)c1,CN(Cc1ccco1)[C@@H]1CCCC[C@H]1NC(=O)c1ccc(Cl)c(Cl)c1,50.0
384,Cl,O=Cc1ccc2c(c1)OCO2,ClCc1ccc2c(c1)OCO2,78.0
385,CN(C=O)c1ccccc1,c1ccc2c(c1)OCO2,O=Cc1ccc2c(c1)OCO2,64.0
387,C=CCBr,CC(=O)c1cc2c(cc1O)CCCC2,C=CCOc1cc2c(cc1C(C)=O)CCCC2,98.3
390,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,NO,CC(C(=O)O)c1ccc(CC2CCCC2=NO)cc1,88.0
394,CON=C(C(=O)O)c1cccc(O)c1,NC1C(=O)N2C(C(=O)O)=C(COC(=O)NC(=O)C(Cl)(Cl)Cl)CS[C@H]12,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1cccc(O)c1,19.8
395,C=CCON,O=C(O)C(=O)c1ccc(O)c(Cl)c1,C=CCON=C(C(=O)O)c1ccc(O)c(Cl)c1,98.1
396,CCOC(=O)NS(=O)(=O)c1ccccc1C(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,O=C(Cl)Cn1cnnn1,CCOC(=O)NS(=O)(=O)c1ccccc1C(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cn3cnnn3)[C@H]2SC1,38.5
397,BrCBr,CCCCC(C#N)c1cccc(Oc2ccccc2)c1,CCCCC(C#N)(CBr)c1cccc(Oc2ccccc2)c1,88.1
398,Cc1ccc(S(=O)(=O)Cl)cc1,O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCNCC1,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(Nc4ccnc5cc(C(F)(F)F)ccc45)cc3)CC2)cc1,90.2
399,O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCNCC1,O=S(=O)(Cl)c1ccc(F)cc1,O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,92.0
401,CC=CC(C)=O,COc1cc(N)c([N+](=O)[O-])cc1OC,COc1cc([N+](=O)[O-])c2nc(C)cc(C)c2c1OC,14.0
402,COC(=O)C(Br)c1ccc(Oc2ccccc2)cc1,Oc1ccccc1,COC(=O)C(Oc1ccccc1)c1ccc(Oc2ccccc2)cc1,89.8
403,COC(=O)C(Br)c1ccc(Oc2ccc(C(C)(C)C)cc2)cc1,Oc1ccc(C2CCCCC2)cc1,COC(=O)C(Oc1ccc(C2CCCCC2)cc1)c1ccc(Oc2ccc(C(C)(C)C)cc2)cc1,78.8
406,CC(C)O,CC(Oc1ccc(COc2ccc(Cl)cc2)cc1)C(=O)O,CC(C)OC(=O)C(C)Oc1ccc(COc2ccc(Cl)cc2)cc1,65.0
407,C#CCCl,OCc1cccnc1,C#CCOCc1cccnc1,45.3
408,CC(/C=C/c1c(C)sc(C)c1C)=C(F)\C=C\C(C)=C\C(=O)O,CN(C)C=O,CC(/C=C/c1c(C)sc(C)c1C)=C(F)\C=C\C(C)=C\C(N)=O,18.0
412,COc1ccc(CC(=O)C(CC(=O)c2ccc(Cl)cc2)Cc2ccc(OC)cc2)cc1,S=P12SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,COc1ccc(Cc2cc(-c3ccc(Cl)cc3)sc2Cc2ccc(OC)cc2)cc1,83.1
413,CC(C)(C)C(=O)Cl,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)C(C)(C)C,40.0
414,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,O=C(CCl)OC(=O)CCl,CC(=O)[C@@]1(OC(=O)CCl)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,53.2
416,CCOCCBr,O=[N+]([O-])c1ccccc1O,CCOCCOc1ccccc1[N+](=O)[O-],42.2
417,Cc1ccc(O)cc1,FC(F)=C(F)F,Cc1ccc(OC(F)(F)C(F)F)cc1,87.0
419,CC(C)NC=O,ClC1=NC(=C(Cl)Cl)N=C1Cl,CC(C)NC(=O)c1nc(Cl)c(Cl)[nH]1,85.0
420,N#Cc1c(Cl)cccc1[N+](=O)[O-],[F-],N#Cc1c(F)cccc1Cl,22.5
422,C(=Nc1ccncc1)c1ccccc1,[Li]c1ccccn1,c1ccc(C(Nc2ccncc2)c2ccccn2)cc1,34.7
425,CCOP(=O)(CC(C)=O)OCC,COc1ccc(OCCCCCCCI)c(Cl)c1,CCOP(=O)(OCC)C(CCCCCCCOc1ccc(OC)cc1Cl)C(C)=O,18.4
426,CN(C(=O)NCCCl)C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=[N+]([O-])[N+](=O)[O-],CN(C(=O)N(CCCl)N=O)C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,72.9
428,CCCCCCN(C(=O)NCCCl)C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=N[O-],CCCCCCN(C(=O)N(CCCl)N=O)C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,38.8
429,C#CCN(C(=O)NCCCl)C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,O=[N+]([O-])[N+](=O)[O-],C#CCN(C(=O)N(CCCl)N=O)C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,71.7
430,CC(C)NC(N)=S,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,CC(C)n1c(S)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,56.8
431,Br,CCOP(=O)(CC1CO1)OCC,CCOP(=O)(CC(O)CBr)OCC,86.1
432,CCOC(=O)NOC(=O)OCC,CCOP(=O)(CCCCl)OCC,CCOC(=O)ON(CCCP(=O)(OCC)OCC)C(=O)OCC,90.3
433,CC(C)(C)c1cc(N)no1,CN(C)C(=O)Cl,CN(C)C(=O)Nc1cc(C(C)(C)C)on1,99.0
435,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)ON1C(=O)CCC1=O,CCCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(N)=O)c1ccccc1,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(N)=O)c1ccccc1,97.5
437,Cc1ccc(C2(Cl)c3ccccc3C(=O)c3ccccc32)cc1,c1c[nH]cn1,Cc1ccc(C2(n3ccnc3)c3ccccc3C(=O)c3ccccc32)cc1,41.7
438,CS,O=[N+]([O-])c1ccc(Cl)c(C(F)(F)F)c1,CSc1ccc([N+](=O)[O-])cc1C(F)(F)F,95.0
439,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c(N)c1,O=C(OC(=O)c1ccc([N+](=O)[O-])cc1S(=O)(=O)O)c1ccc([N+](=O)[O-])cc1S(=O)(=O)O,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c(NC(=O)c2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c1,87.4
440,COC(=O)C=Cc1cccc(OC)c1,[Li]C,COC(=O)CC(C)c1cccc(OC)c1,68.0
441,CO,NS(=O)(=O)c1cc2c(c(C(=O)O)c1)OCCO2,COC(=O)c1cc(S(N)(=O)=O)cc2c1OCCO2,81.2
442,NS(=O)(=O)c1cc2c(c(C(=O)O)c1)OCCO2,c1cnc(N2CCNCC2)nc1,NS(=O)(=O)c1cc2c(c(C(=O)N3CCN(c4ncccn4)CC3)c1)OCCO2,40.3
443,CN1CCCC1CN,CNS(=O)(=O)c1cc2c(c(C(=O)Cl)c1)OCCO2,CNS(=O)(=O)c1cc2c(c(C(=O)NCC3CCCN3C)c1)OCCO2,78.5
444,CN1CCCC1CN,CNS(=O)(=O)c1cc2c(c(C(=O)Cl)c1)OCCO2,CNS(=O)(=O)c1cc2c(c(C(=O)NCC3CCCN3C)c1)OCCO2,77.0
445,CCNCC,O=C(O)c1cc(S(=O)(=O)Cl)cc2c1OCCO2,CCN(CC)S(=O)(=O)c1cc2c(c(C(=O)O)c1)OCCO2,74.0
446,N#CCC(=O)O,O=CC1CC2C=CC1C2,N#CCC=C1CC2C=CC1C2,72.1
447,C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,NC1CCCCCCC1,C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC1CCCCCCC1,59.4
448,CCCCC(C)(F)C(=O)OCC,O=C(Cl)C(=O)Cl,CCCCC(C)(F)C(=O)Cl,76.0
450,O=C1OC(c2ccc(Cl)cc2)c2ccccc21,O=S(=O)(O)Cl,O=C1OC(c2ccc(Cl)c(S(=O)(=O)Cl)c2)c2ccccc21,84.0
451,CC(=O)CCCC1(C)OCCO1,[Li]CCCC,C=C(C)CCCC1(C)OCCO1,38.0
452,CCCCCCCCn1c(C)cc2ccccc21,O=C1OC(=O)c2ccccc21,CCCCCCCCn1c(C)c(C(=O)c2ccccc2C(=O)O)c2ccccc21,35.2
453,Cc1ccc2[nH]c(C)cc2c1,O=C1OC(=O)c2ccccc21,O=C(O)c1ccccc1C(=O)c1c(-c2ccccc2)[nH]c2ccccc12,65.5
454,CC1=CCC(C(C)O)C(C)(C)C1,O=CO,CC1=CCC(C(C)OC=O)C(C)(C)C1,47.2
455,CCOC(=O)C1(F)C(=O)NC(=O)NC1O,ON=C1CCC1,CCOC(=O)C1(F)C(=O)NC(=O)NC1ON=C1CCC1,55.5
456,FC(F)(F)SCl,c1ccc(-c2ncn(C3CCCCO3)c2-c2ccccc2)cc1,FC(F)(F)Sc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,47.0
457,CC(C)(C)Cc1c[s+]sc1C(C)(C)C,CCO,CCOC1(C(C)(C)C)SSC=C1CC(C)(C)C,61.0
465,CCOC(=S)[S-],NC(C(=O)O)c1ccc(O)c(CCl)c1,CCOC(=S)SCc1cc(C(N)C(=O)O)ccc1O,58.3
468,N#CSCCl,OC(=S)c1cccc(C(F)(F)F)c1,N#CSCOC(=S)c1cccc(C(F)(F)F)c1,69.0
470,CC(=CC=O)CC(C)C,CC(C)Cl,CC(=CC(O)C(C)C)CC(C)C,72.6
472,CC(=O)NC1CCCc2sccc21,O,CC(=O)NC1CCC(=O)c2sccc21,79.6
473,CCOC(=O)CC(C)=O,N#CC(F)(F)C(F)(F)F,CCOC(=O)C(C(C)=O)=C(N)C(F)(F)C(F)(F)F,37.0
474,CCOC(=O)C=C(N)C(F)(F)C(F)(F)F,O=C(Cl)SCl,CCOC(=O)c1sc(=O)[nH]c1C(F)(F)C(F)(F)F,46.3
475,Cc1cc(C)cc(O)c1,Cc1ccc(C(=O)Cl)cc1,Cc1ccc(C(=O)Oc2cc(C)cc(C)c2)cc1,84.8
476,O=[N+]([O-])c1ccc(Cl)cc1,OCCOc1ccccc1,O=[N+]([O-])c1ccc(OCCOc2ccccc2)cc1,87.0
477,COc1ccc(N(CC2CC2)C(N)=O)cc1,O=Cc1ccccc1,COc1ccc2c(c1)C(c1ccccc1)NC(=O)N2CC1CC1,80.0
478,CC(C)N(C(=O)Cl)C(C)C,Cc1cc(C)nc(NCCN(C)C)c1,Cc1cc(C)nc(N(CCN(C)C)C(=O)N(C(C)C)C(C)C)c1,24.1
479,C(=NC1CCCCC1)=NC1CCCCC1,CC(C(=O)O)c1ccc2c(c1)CCc1cccnc1O2,CC(C(N)=O)c1ccc2c(c1)CCc1cccnc1O2,44.2
480,O=C(Cl)c1ccccc1,O=CN(O)CCCP(=O)(O)O,O=CN(CCCP(=O)(O)O)OC(=O)c1ccccc1,48.2
481,ClCc1ccccc1,O=Cc1[nH]c(-c2ccccc2)nc1Cl,O=Cc1c(Cl)nc(-c2ccccc2)n1Cc1ccccc1,48.2
482,CN(C)N,COC(=O)C(C)N(C(=O)CCl)c1c(C)cccc1C,COC(=O)C(C)N(C(=O)CNN(C)C)c1c(C)cccc1C,25.0
484,CCOP(=S)([S-])OCC,Cc1cc(=O)n(C(Cl)c2ccccc2)o1,CCOP(=S)(OCC)SC(c1ccccc1)n1oc(C)cc1=O,62.2
486,COc1ccccc1N,O=c1[nH]c2ccccc2c(=O)o1,Nc1ccccc1-c1nc2ccccc2o1,23.0
487,CCOC(=O)CBr,COc1ccc(CSc2nnnn2CCN)cc1,CCOC(=O)CNCCn1nnnc1SCc1ccc(OC)cc1,62.0
488,COc1ccc(C)cc1,O=S(=O)(O)O,COc1ccc(C=O)cc1,47.1
490,O=C1Nc2cccnc2N(C(=O)CCCl)c2ccccc21,c1ccc(CN2CCNCC2)cc1,O=C1Nc2cccnc2N(C(=O)CCN2CCN(Cc3ccccc3)CC2)c2ccccc21,78.0
491,Clc1ncnc2ccccc12,NCCOCc1ccccc1,c1ccc(COCCNc2ncnc3ccccc23)cc1,66.2
494,NN,O=C(O)c1ccc(Cl)cc1Cl,Clc1ccc(-c2nnc(-c3ccc(Cl)cc3Cl)o2)c(Cl)c1,75.1
495,CS(=O)(=O)Cl,Cc1cc([N+](=O)[O-])c(NC(C)C(=O)N(C)O)c([N+](=O)[O-])c1,Cc1cc([N+](=O)[O-])c(NC(C)C(=O)N(C)OS(C)(=O)=O)c([N+](=O)[O-])c1,22.6
496,CCCCCCCCCCCCCc1nnc(C)s1,Cn1c([N+](=O)[O-])cnc1C=O,CCCCCCCCCCCCCc1nnc(C=Cc2ncc([N+](=O)[O-])n2C)s1,56.6
